id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage
7952,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Sports
6880,Women,Apparel,Topwear,Jackets,Black,Summer,2011,Casual
11378,Men,Apparel,Topwear,Shirts,White,Fall,2011,Formal
45894,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual
39512,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
52823,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Casual
41408,Women,Apparel,Topwear,Tops,Red,Summer,2012,Casual
33028,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
25971,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual
58525,Unisex,Accessories,Accessories,Travel Accessory,Green,Summer,2010,Casual
37488,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
2844,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual
50748,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018,Casual
28652,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports
29780,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013,Casual
22368,Men,Apparel,Topwear,Tshirts,Peach,Fall,2011,Casual
3996,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual
19929,Men,Accessories,Accessories,Accessory Gift Set,Blue,Fall,2011,Formal
2078,Women,Apparel,Topwear,Tshirts,Black,Fall,2010,Sports
9490,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual
49665,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
8542,Women,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual
16961,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
19115,Men,Apparel,Topwear,Tshirts,White,Summer,2016,Casual
28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012,Sports
23088,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011,Casual
43951,Women,Footwear,Shoes,Heels,Bronze,Winter,2012,Casual
55834,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,2017,Casual
42883,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual
48585,Women,Accessories,Jewellery,Bracelet,Silver,Summer,2013,Casual
34803,Men,Accessories,Belts,Belts,Green,Summer,2012,Casual
27428,Women,Apparel,Topwear,Tshirts,Black,Fall,2015,Casual
55008,Women,Personal Care,Lips,Lip Gloss,Maroon,Spring,2017,NA
19327,Men,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011,Casual
3398,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual
39720,Women,Apparel,Dress,Jumpsuit,Olive,Summer,2012,Casual
10098,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
5853,Women,Accessories,Bags,Handbags,Blue,Summer,2011,Casual
11976,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual
36768,Men,Accessories,Watches,Watches,Gold,Winter,2016,Formal
44348,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual
14438,Women,Footwear,Shoes,Heels,Yellow,Summer,2012,Casual
46282,Women,Apparel,Topwear,Tunics,Yellow,Summer,2012,Casual
47350,Women,Accessories,Bags,Handbags,Green,Summer,2012,Casual
23615,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual
17420,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
9803,Women,Apparel,Topwear,Tunics,Navy Blue,Fall,2011,Casual
3505,Women,Footwear,Shoes,Casual Shoes,White,Fall,2010,Casual
42622,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual
12152,Women,Apparel,Topwear,Kurtis,Purple,Fall,2011,Ethnic
26367,Women,Apparel,Topwear,Shirts,Lavender,Summer,2012,NA
18468,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017,Casual
13080,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2013,Casual
48318,Women,Accessories,Jewellery,Bracelet,Silver,Winter,2012,Casual
30202,Unisex,Accessories,Bags,Backpacks,Navy Blue,Summer,2012,Casual
33487,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual
40175,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual
10605,Women,Accessories,Watches,Watches,Pink,Winter,2016,Casual
56010,Women,Personal Care,Lips,Lipstick,Red,Summer,2019,Casual
32555,Men,Footwear,Shoes,Casual Shoes,White,Summer,2013,Casual
53562,Unisex,Accessories,Watches,Watches,Blue,Winter,2016,Casual
40949,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
45407,Women,Footwear,Shoes,Flats,Brown,Summer,2012,Casual
4720,Girls,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual
21142,Women,Apparel,Topwear,Tops,Grey,Fall,2011,Casual
39981,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2013,Casual
59058,Women,Apparel,Topwear,Kurtis,Black,Summer,2010,Ethnic
15377,Men,Footwear,Shoes,Casual Shoes,Navy Blue,Summer,2012,Casual
10437,Men,Apparel,Topwear,Shirts,Green,Fall,2011,Casual
24602,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011,Ethnic
32767,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal
56222,Men,Apparel,Loungewear and Nightwear,Night suits,Blue,Summer,2016,Casual
37215,Men,Apparel,Topwear,Shirts,Grey,Summer,2012,Casual
14097,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
53750,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012,Casual
52682,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
15145,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
45635,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
4512,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011,Sports
7397,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
35542,Girls,Footwear,Sandal,Sandals,Pink,Summer,2012,Casual
26969,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual
51007,Women,Apparel,Innerwear,Bra,Black,Summer,2017,Casual
48916,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013,Casual
17612,Girls,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
47162,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual
6245,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
19788,Men,Apparel,Topwear,Tshirts,Green,Winter,2016,Casual
12360,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Formal
26155,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012,Formal
3737,Unisex,Accessories,Headwear,Caps,Purple,Fall,2010,Sports
42410,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual
29921,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
27087,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
54575,Women,Apparel,Topwear,Kurtas,Maroon,Summer,2012,Ethnic
32303,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
56646,Women,Apparel,Topwear,Kurtis,White,Fall,2012,Ethnic
5898,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011,Casual
57794,Women,Personal Care,Skin Care,Face Wash and Cleanser,Maroon,Spring,2017,Casual
10053,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
24266,Men,Apparel,Topwear,Tshirts,Red,Summer,2012,Casual
38639,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
15521,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011,Casual
45251,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
37671,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
44383,Women,Personal Care,Fragrance,Deodorant,Pink,Spring,2017,Casual
23043,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2011,Casual
17276,Men,Apparel,Topwear,Tshirts,Mustard,Fall,2011,Casual
47506,Men,Apparel,Innerwear,Innerwear Vests,Blue,Summer,2016,Casual
6621,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
51463,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
42848,Women,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
22191,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual
9669,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
54111,Women,Footwear,Shoes,Heels,Copper,Winter,2012,Casual
12704,Men,Footwear,Shoes,Sports Shoes,Grey,Fall,2011,Sports
26531,Men,Footwear,Shoes,Casual Shoes,Olive,Summer,2013,Casual
31586,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
3353,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
42074,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
47734,Women,Accessories,Bags,Handbags,Grey,Fall,2012,Casual
6413,Unisex,Footwear,Shoes,Casual Shoes,Pink,Summer,2011,Casual
18830,Men,Accessories,Belts,Belts,Black,Summer,2011,Formal
28699,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic
23271,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
17044,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual
50783,Women,Footwear,Shoes,Heels,Black,Winter,2015,Casual
51651,Men,Accessories,Watches,Watches,Grey,Winter,2016,Casual
16196,Men,Apparel,Topwear,Jackets,Red,Fall,2011,Sports
35314,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Ethnic
43394,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
17878,Men,Apparel,Innerwear,Innerwear Vests,Maroon,Summer,2016,Casual
30666,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
3161,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
8589,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual
12536,Women,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual
26703,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011,Sports
25186,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
56474,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,NA
1636,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010,Sports
40511,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
10261,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011,Formal
24054,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
4344,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
21526,Women,Accessories,Bags,Handbags,Red,Winter,2015,Casual
15713,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports
53106,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual
5296,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual
24868,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
41605,Men,Apparel,Topwear,Shirts,Grey,Fall,2012,Casual
25340,Men,Apparel,Innerwear,Trunk,Beige,Summer,2016,Casual
11175,Men,Apparel,Topwear,Sweaters,White,Fall,2011,Casual
57760,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017,NA
24292,Men,Accessories,Socks,Socks,Black,Summer,2016,Casual
33225,Women,Apparel,Dress,Dresses,Pink,Summer,2012,Casual
11949,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual
36757,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
37685,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Casual
5050,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
44377,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017,Casual
58728,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual
50545,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual
17282,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual
34000,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual
7707,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011,Casual
46420,Men,Accessories,Watches,Watches,Cream,Winter,2016,Casual
16350,Men,Apparel,Topwear,Shirts,Cream,Fall,2011,Formal
51497,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012,Casual
22165,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2012,Casual
43152,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
2275,Men,Apparel,Topwear,Tshirts,White,Fall,2010,Sports
27417,Women,Apparel,Bottomwear,Capris,Blue,Winter,2015,Casual
55037,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
19318,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011,Casual
49468,Men,Footwear,Shoes,Casual Shoes,Red,Summer,2012,Casual
42080,Men,Accessories,Wallets,Wallets,Black,Summer,2012,Casual
22959,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
34232,Men,Apparel,Topwear,Tshirts,Grey,Summer,2013,Casual
23285,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
50777,Men,Footwear,Shoes,Formal Shoes,Brown,Summer,2013,Formal
16162,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual
22357,Men,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
19916,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015,Casual
7535,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011,Sports
46612,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
27625,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual
13410,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual
48788,Women,Accessories,Jewellery,Pendant,Silver,Summer,2015,Casual
43360,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports
2047,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2010,Sports
30692,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual
55205,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
25172,Women,Accessories,Bags,Handbags,Brown,Winter,2015,Casual
56480,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017,Casual
11347,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017,Casual
41437,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports
33017,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
10295,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2016,Casual
57552,Women,Personal Care,Lips,Lipstick,Copper,Spring,2017,Casual
44979,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual
45097,Women,Apparel,Innerwear,Bra,Pink,Winter,2015,Casual
36565,Women,Personal Care,Fragrance,Deodorant,Red,Spring,2017,Casual
14635,Men,Accessories,Mufflers,Mufflers,Black,Summer,2011,Casual
5262,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015,Casual
8925,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual
16506,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
22733,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2011,Casual
35784,Women,Footwear,Shoes,Flats,Black,Summer,2012,Casual
7151,Women,Apparel,Topwear,Shirts,Black,Fall,2011,Casual
46276,Women,Apparel,Topwear,Tops,Cream,Summer,2012,Casual
13848,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
6083,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011,Casual
28209,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual
50313,Men,Accessories,Ties,Ties,Brown,Summer,2012,Formal
8119,Men,Accessories,Belts,Belts,Grey,Winter,2016,Casual
31324,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
13074,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
43704,Women,Accessories,Jewellery,Jewellery Set,Green,Summer,2012,Casual
33473,Women,Accessories,Belts,Belts,Brown,Summer,2012,Casual
58942,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual
20858,Women,Accessories,Eyewear,Sunglasses,Olive,Winter,2016,Casual
40181,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016,Casual
57136,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012,Casual
25516,Boys,Apparel,Topwear,Tshirts,Red,Fall,2011,Casual
39149,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic
59890,Women,Apparel,Topwear,Tunics,Multi,Fall,2012,Casual
53596,Men,Free Items,Free Gifts,Free Gifts,Navy Blue,Winter,2016,Casual
20064,Women,Accessories,Mufflers,Mufflers,Blue,Fall,2011,Casual
5606,Men,Footwear,Sandal,Sandals,Black,Summer,2011,Casual
44521,Men,Footwear,Sandal,Sandals,Black,Summer,2012,Casual
36101,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
52444,Women,Apparel,Loungewear and Nightwear,Nightdress,Purple,Winter,2015,Casual
39975,Men,Footwear,Shoes,Casual Shoes,Olive,Winter,2014,Casual
57304,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
33641,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual
41261,Men,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual
25724,Men,Accessories,Belts,Belts,Brown,Summer,2012,Casual
11511,Women,Footwear,Shoes,Flats,Gold,Winter,2015,Casual
5434,Men,Apparel,Topwear,Tshirts,Red,Summer,2011,Sports
44713,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012,Casual
14063,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual
20256,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
52676,Women,Free Items,Free Gifts,Free Gifts,White,Winter,2016,Casual
36333,Men,Accessories,Socks,Socks,White,Summer,2016,Casual
7363,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
46044,Women,Accessories,Jewellery,Earrings,Gold,Winter,2016,Casual
16734,Men,Footwear,Flip Flops,Flip Flops,Maroon,Fall,2011,Casual
22501,Women,Footwear,Shoes,Casual Shoes,Beige,Winter,2015,Casual
49830,Women,Footwear,Flip Flops,Flip Flops,Pink,Winter,2012,Casual
47196,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual
34464,Unisex,Accessories,Accessories,Travel Accessory,Red,Summer,2012,Casual
12394,Men,Accessories,Socks,Socks,Black,Summer,2016,Formal
46878,Men,Accessories,Socks,Socks,Black,Summer,2012,Casual
31116,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012,Casual
43536,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual
28807,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Casual
2611,Women,Footwear,Shoes,Heels,Gold,Winter,2012,Casual
13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011,Casual
54581,Women,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic
3763,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
29975,Women,Free Items,Free Gifts,Free Gifts,Black,Winter,2016,Casual
26101,Men,Apparel,Topwear,Shirts,White,Summer,2012,Formal
54521,Men,Footwear,Shoes,Sports Shoes,White,Fall,2012,Sports
9259,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal
30064,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
16794,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
51053,Women,Apparel,Innerwear,Briefs,Green,Summer,2017,Casual
49890,Girls,Accessories,Watches,Watches,Blue,Winter,2016,Casual
47136,Women,Accessories,Bags,Handbags,Blue,Summer,2015,Casual
6211,Women,Apparel,Topwear,Tshirts,Blue,Summer,2011,Casual
48942,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual
23473,Men,Accessories,Scarves,Scarves,Red,Winter,2015,Casual
50181,Women,Personal Care,Makeup,Kajal and Eyeliner,Beige,Spring,2017,Casual
17646,Unisex,Footwear,Flip Flops,Flip Flops,Green,Spring,2013,Casual
30858,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
1808,Unisex,Accessories,Water Bottle,Water Bottle,Purple,Fall,2010,Sports
37241,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012,Casual
5494,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
45661,Men,Apparel,Innerwear,Innerwear Vests,Grey Melange,Summer,2016,Casual
36393,Men,Accessories,Socks,Socks,Blue,Summer,2016,Casual
4546,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2011,Sports
21324,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual
15111,Men,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2011,Formal
38209,Women,Accessories,Eyewear,Sunglasses,Silver,Winter,2016,Casual
40313,Unisex,Footwear,Sandal,Sandals,White,Winter,2013,Casual
10463,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual
24656,Boys,Accessories,Socks,Socks,White,Fall,2011,Casual
25784,Men,Apparel,Topwear,Suspenders,Brown,Summer,2012,Formal
56276,Women,Apparel,Innerwear,Bra,Skin,Summer,2017,Casual
37073,Women,Accessories,Bags,Handbags,Purple,Summer,2012,Casual
44581,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017,Casual
53536,Women,Apparel,Innerwear,Briefs,Multi,Winter,2015,Casual
21116,Women,Apparel,Topwear,Tops,Lavender,Fall,2011,Casual
15323,Men,Apparel,Topwear,Jackets,Grey,Fall,2011,Casual
56878,Women,Footwear,Shoes,Heels,Silver,Winter,2012,Casual
4774,Women,Apparel,Bottomwear,Track Pants,Pink,Summer,2011,Sports
57196,Women,Apparel,Topwear,Tunics,Red,Summer,2012,Casual
40121,Unisex,Accessories,Socks,Socks,White,Summer,2012,Casual
32501,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Casual
56044,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017,Casual
11783,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011,Casual
12106,Women,Apparel,Topwear,Kurtis,White,Fall,2011,Ethnic
26333,Women,Accessories,Watches,Watches,White,Winter,2016,Casual
3551,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2015,Casual
42676,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic
2483,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual
30256,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2018,Formal
54713,Women,Apparel,Apparel Set,Kurta Sets,Cream,Fall,2012,Ethnic
51261,Men,Accessories,Belts,Belts,Black,Summer,2013,Formal
9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011,Casual
47304,Women,Accessories,Bags,Clutches,Green,Summer,2012,Casual
6023,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
21572,Men,Accessories,Socks,Socks,Multi,Winter,2015,Casual
15747,Men,Footwear,Shoes,Sports Shoes,White,Spring,2013,Sports
32959,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012,Casual
52080,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual
59468,Women,Accessories,Jewellery,Ring,Silver,Summer,2013,Casual
45037,Men,Accessories,Watches,Watches,White,Winter,2016,Casual
4310,Unisex,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual
37417,Women,Accessories,Bags,Handbags,Silver,Summer,2012,Casual
53152,Men,Apparel,Topwear,Shirts,Brown,Summer,2012,Formal
14695,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011,Casual
32165,Women,Accessories,Socks,Socks,Pink,Summer,2017,Casual
56420,Women,Apparel,Innerwear,Bra,White,Winter,2015,Casual
10235,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
1662,Men,Apparel,Topwear,Jackets,Navy Blue,Fall,2012,Sports
40545,Women,Accessories,Watches,Watches,Gold,Winter,2016,Casual
48728,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015,Casual
30632,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Sports
27685,Women,Accessories,Bags,Handbags,Purple,Winter,2015,Casual
18058,Women,Accessories,Wallets,Wallets,Purple,Winter,2015,Casual
3135,Women,Footwear,Shoes,Heels,Gold,Winter,2015,Casual
42212,Women,Apparel,Topwear,Tunics,Pink,Summer,2012,Casual
23225,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic
17010,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Formal
18864,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011,Casual
34292,Women,Apparel,Topwear,Dupatta,Multi,Summer,2012,Ethnic
6447,Women,Footwear,Flip Flops,Flip Flops,Black,Summer,2011,Casual
7595,Women,Footwear,Shoes,Sports Shoes,Blue,Summer,2011,Sports
3909,Women,Apparel,Bottomwear,Capris,Red,Summer,2011,Casual
51605,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012,Casual
13682,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011,Sports
54145,Women,Footwear,Shoes,Heels,Brown,Spring,2013,Casual
3307,Men,Footwear,Shoes,Sports Shoes,Black,Spring,2011,Sports
42020,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual
55097,Women,Personal Care,Skin,Face Moisturisers,Gold,Spring,2017,Casual
12750,Unisex,Accessories,Bags,Backpacks,Black,Summer,2012,Sports
47552,Women,Footwear,Shoes,Heels,Brown,Winter,2012,Casual
54979,Women,Apparel,Topwear,Shirts,White,Summer,2012,Casual
6675,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports
17222,Men,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual
51437,Women,Apparel,Topwear,Tops,Peach,Summer,2012,Casual
35172,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015,Casual
46480,Women,Accessories,Watches,Watches,Steel,Winter,2016,Casual
45205,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual
4122,Unisex,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual
21740,Unisex,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual
15575,Boys,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual
53360,Women,Accessories,Wallets,Wallets,Pink,Summer,2012,Casual
37625,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual
56612,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017,NA
32357,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual
33285,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual
40777,Men,Footwear,Flip Flops,Flip Flops,White,Summer,2012,Casual
10007,Women,Apparel,Topwear,Tshirts,White,Fall,2011,Sports
21586,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2011,Casual
52074,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012,Casual
14661,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011,Casual
20454,Women,Accessories,Belts,Belts,Teal,Winter,2015,Casual
32191,Men,Footwear,Shoes,Sports Shoes,Blue,Summer,2012,Sports
52848,Women,Accessories,Jewellery,Earrings,Green,Summer,2012,Casual
39579,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual
25126,Women,Accessories,Bags,Clutches,Black,Winter,2015,Casual
57506,Men,Footwear,Sandal,Sandals,Brown,Summer,2013,Casual
33043,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012,Ethnic
43334,Women,Accessories,Bags,Handbags,Maroon,Spring,2013,Casual
27671,Women,Accessories,Bags,Handbags,Pink,Winter,2015,Casual
54383,Women,Accessories,Wallets,Wallets,Green,Summer,2015,Casual
